,Title,Company,Salary,Date,Synopsis,Link,Location,Location 2,Descriptions
57,No Esperes Más Sé El Dueño De Tu Propio Negocio Dentro Del Sector Financiero.,Computrabajomx        ,None,Publicado hace 2 días,"Si tú no trabajas por tus sueños, alguien más te contratará para que trabajes por los suyos Steve JobsDescripciónBuscamos personas talentosas y...",http://www.buscojobs.mx/no-esperes-mas-se-el-dueno-de-tu-propio-negocio-dentro-del-sector-financiero-ID-26363741,          Naucalpan de Juárez, Estado de México    ,"
Si tú no trabajas por tus sueños, alguien más te contratará para que trabajes por los suyos Steve JobsDescripciónBuscamos personas talentosas y exitosas para convertirse en Asesores de Finanzas Personales y de Riesgo con la oportunidad de construir su propio negocio Estudios de Licenciatura o Maestría Facilidad de palabraAlto nivel de energía Movilidad SocialHabilidades de prospección y creación de negocios con clientes de alto perfilAutodirecciónHabilidades para trabajar a distancia y de forma independienteExcelente presentaciónComercialización de productos financierosAspiraciones económicas superiores al promedio.Ofrecemos Capacitación enfocada al cumplimiento de metasLas mejores comisiones y bonos del sector Convenciones Nacionales e InternacionalesReconocimientos y premiosCrecimiento profesional y personal Oportunidad para gestionar tu tiempo e ingresos
"
58,Promotor De Cambaceo Suc Merida,Computrabajomx        ,None,Publicado hace 2 días,PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los...,http://www.buscojobs.mx/promotor-de-cambaceo-suc-merida-ID-26363920,          Mérida, Yucatán    ,"
PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los Demás Y Hacerse escucharSabe Que El Trabajo en Equipo es fundamental para su Desarrollo.Tiene Conocimientos de la Ciudad en La que radica y Experiencia en ventas de calle cambaceoSecundaria terminadaExperiencia Mínima 1 año en ventas y cambaceo.Excelentes Antecedentes Laborales.Ofrecimiento inicialAtractivo sueldoVales de despensaComisiones quincenales por ResultadosExcelente Ambiente de TrabajoCrecimiento en un Mediano PlazoEstabilidad laboralPrestaciones Superiores a las de leySOMOS FAMILIA SOMOS CONCREDITO
"
59,Promotor De Cambaceo Suc Coatzacoalcos,Computrabajomx        ,None,Publicado hace 2 días,PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los...,http://www.buscojobs.mx/promotor-de-cambaceo-suc-coatzacoalcos-ID-26363930,          Coatzacoalcos, Veracruz    ,"
PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los Demás Y Hacerse escucharSabe Que El Trabajo en Equipo es fundamental para su Desarrollo.Tiene Conocimientos de la Ciudad en La que radica y Experiencia en ventas de calle cambaceoSecundaria terminadaExperiencia Mínima 1 año en ventas y cambaceo.Excelentes Antecedentes Laborales.Ofrecimiento inicialAtractivo sueldoVales de despensaComisiones quincenales por ResultadosExcelente Ambiente de TrabajoCrecimiento en un Mediano PlazoEstabilidad laboralPrestaciones Superiores a las de leySOMOS FAMILIA SOMOS CONCREDITO
"
60,Promotor De Cambaceo Suc Cardenas,Computrabajomx        ,None,Publicado hace 2 días,PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los...,http://www.buscojobs.mx/promotor-de-cambaceo-suc-cardenas-ID-26363935,          Cárdenas, Tabasco    ,"
PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los Demás Y Hacerse escucharSabe Que El Trabajo en Equipo es fundamental para su Desarrollo.Tiene Conocimientos de la Ciudad en La que radica y Experiencia en ventas de calle cambaceoSecundaria terminadaExperiencia Mínima 1 año en ventas y cambaceo.Excelentes Antecedentes Laborales.Ofrecimiento inicialAtractivo sueldoVales de despensaComisiones quincenales por ResultadosExcelente Ambiente de TrabajoCrecimiento en un Mediano PlazoEstabilidad laboralPrestaciones Superiores a las de leySOMOS FAMILIA SOMOS CONCREDITO
"
61,Ingenieroa Electrico Con Perfil Comercial,Computrabajomx        ,None,Publicado hace 2 días,"En Solar Panel Cancún estamos buscando el siguiente perfilIngeniera Eléctrica, Industrial, Desarrollo Sustentable, Energía o afín, con carrera...",http://www.buscojobs.mx/ingenieroa-electrico-con-perfil-comercial-ID-26363996,          Cancún, Quintana Roo    ,"
En Solar Panel Cancún estamos buscando el siguiente perfilIngeniera Eléctrica, Industrial, Desarrollo Sustentable, Energía o afín, con carrera terminada o trunca al 80 PERSONAL FEMENINOExperiencia previa en instalaciones eléctricas residenciales yo comercialesAutomóvil o moto propiaDon de gentes, que le gusten las ventas y dispuesta a prospectarHonesta, organizada y comprometidaOfrecemosSalario base y el mejor esquema de comisionesPlan de crecimiento y desarrolloActualización continua9.000 28.000 mensual
"
62,Promotor De Cambaceo Suc. Tuxtepec,Computrabajomx        ,None,Publicado hace 2 días,PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los...,http://www.buscojobs.mx/promotor-de-cambaceo-suc-tuxtepec-ID-26364037,          Oaxaca    ,,"
PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los Demás Y Hacerse escucharSabe Que El Trabajo en Equipo es fundamental para su Desarrollo.Tiene Conocimientos de la Ciudad en La que radica y Experiencia en ventas de calle cambaceoSecundaria terminadaExperiencia Mínima 1 año en ventas y cambaceo.Excelentes Antecedentes Laborales.Ofrecimiento inicialAtractivo sueldoVales de despensaComisiones quincenales por ResultadosExcelente Ambiente de TrabajoCrecimiento en un Mediano PlazoEstabilidad laboralPrestaciones Superiores a las de leySOMOS FAMILIA SOMOS CONCREDITO
"
63,Operador De Grua Y Jcb Conductor 4X4 Y Autobus Con Licencia Para Proyecto De Energias Renovables,Computrabajomx        ,None,Publicado hace 2 días,Tenemos varias vacantes en las que podrías participar Ajustador Trabajo General de Construcción SeñalizadorOperadores JCBOperador de Montacargas...,http://www.buscojobs.mx/operador-de-grua-y-jcb-conductor-4x4-y-autobus-con-licencia-para-proyecto-de-energias-renovables-ID-26363042,          Puebla, Puebla (de los Angeles)    ,"
Tenemos varias vacantes en las que podrías participar Ajustador Trabajo General de Construcción SeñalizadorOperadores JCBOperador de Montacargas Operador de Grúa Gruista Conductor BUSConductor 4x4 Guardia de seguridad en la puerta de entrada principal y cercaLimpieza para la oficina del sitioOFICIAL ELECTRICISTAELECTRICISTASOLDADORExperiencia previa en proyectos de energías Renovables para las posiciones técnicas.Si estás interesadoa postúlate por este medio, contesta las preguntas lo más detallado posible y espera a que te contactemos.
"
64,Vendedor,Maeq        ,None,Publicado hace un día,"Descripción de la Plaza/nASESOR DE VENTAS TELEFONICAS EQUIPO LIGERO DE CONSTRUCCION (revolvedoras, cortadoras y rotomartillos) .BUSCAMOS AUMENTAR...",http://www.buscojobs.mx/vendedor-ID-26364756,          Ecatepec de Morelos, Estado de México    ,"
Descripción de la Plaza/nASESOR DE VENTAS TELEFONICAS EQUIPO LIGERO DE CONSTRUCCION (revolvedoras, cortadoras y rotomartillos) .BUSCAMOS AUMENTAR NUESTRO EQUIPO CON PERSONAS QUE COMPARTAN NUESTRA ENERGIA Y ENTUSIASMO POR CREAR LA MEJOR EXPERIENCIA PARA NUESTRO CLIENTESREQUISITOSSEXO: FEMENINOESCOLARIDAD: PREPARATORIA O CARRERA TRUNCA EN ADMINISTRACION O MERCADOTECNIAEXPERIENCIA: NO NECESARIAGUSTO POR LA VENTASPROACTIVO Y SEPA TRABAJAR SOBRE OBJETIVOS, PERSISTENTE, TENAZFACILIDAD DE PALABRA VIVA ZONA ECATEPEC, CERCA VENTA DE CARPIOSUELDO BASE + COMISION, MAS BONOS.
"
65,Vendedor,Maeq        ,None,Publicado hace un día,"Descripción de la Plaza/nASESOR DE VENTAS TELEFONICAS EQUIPO LIGERO DE CONSTRUCCION (revolvedoras, cortadoras y rotomartillos) .BUSCAMOS AUMENTAR...",http://www.buscojobs.mx/vendedor-ID-26364756,          Ecatepec de Morelos, Estado de México    ,"
Descripción de la Plaza/nASESOR DE VENTAS TELEFONICAS EQUIPO LIGERO DE CONSTRUCCION (revolvedoras, cortadoras y rotomartillos) .BUSCAMOS AUMENTAR NUESTRO EQUIPO CON PERSONAS QUE COMPARTAN NUESTRA ENERGIA Y ENTUSIASMO POR CREAR LA MEJOR EXPERIENCIA PARA NUESTRO CLIENTESREQUISITOSSEXO: FEMENINOESCOLARIDAD: PREPARATORIA O CARRERA TRUNCA EN ADMINISTRACION O MERCADOTECNIAEXPERIENCIA: NO NECESARIAGUSTO POR LA VENTASPROACTIVO Y SEPA TRABAJAR SOBRE OBJETIVOS, PERSISTENTE, TENAZFACILIDAD DE PALABRA VIVA ZONA ECATEPEC, CERCA VENTA DE CARPIOSUELDO BASE + COMISION, MAS BONOS.
"
66,Director Of Operations,Empresa Maquiladora Lider,None,Publicado hace 2 días,"Job DeEscrituraion :Plan, supervise, coordinate and optimize the development of the operation, in order to guarantee customer satisfaction and...",http://www.buscojobs.mx/director-of-operations-ID-26362075,        -          Chihuahua    ,,"
Job DeEscrituraion :Plan, supervise, coordinate and optimize the development of the operation, in order to guarantee customer satisfaction and control of the operation.Main functions:- Develop the organizational structure to achieve the objectives set by the company.- To form its work team from its hiring, detection of necessities and pursuit of the formation plans.- To seek efficiency at a lower cost through analysis and improvement of processes and systems.- Motivate and energize your team for the best performance of your work.- Plan the objectives and strategies of your team.- Advice and direction of the Managers and Operations Supervisors- He actively participates in management improvement initiatives, contributing his talent to the team and sharing good practices.Skills in :- Development and implementation of operational procedures.- Analysis and strategic planning- 100% English- Decision-making skills
"
67,Controllership Leader Lm,Ge Renewable Energy        ,None,Publicado hace 2 días,"Role Summary: Responsible for driving technical accounting compliance, financial & operational internal controls, process simplification...",http://www.buscojobs.mx/controllership-leader-lm-ID-26362610,          Monterrey, Nuevo León    ,"
Role Summary: Responsible for driving technical accounting compliance, financial & operational internal controls, process simplification, & operational excellence to deliver accurate actual financial reporting & analysis for LM US and CA. Intermediate level professional position requiring subject matter knowledge and experience, independency in problem solving & decision making.Essential Responsibilities:Responsible for general accounting and policy application for all cycles including revenue recognition, liabilities, inventory, receivables/payables, intercompany, fixed assets, etc. in LM US and CA.Lead a team of Accounting Analysts managing standardized accounting procedures in line with GE policies, local accounting regulations and US GAAP.Lead monthly and quarterly closing process of LM US and CA, oversee Closing and reporting processes.Review and approve account reconciliations for LM US and CA.Perform variance analysis on Balance Sheet reviews with local and regional Business leaders in LM US & CA.Drive quarterly rigor on financial filings approach (Financial Reporting package, track stat audit status, quarterly consolidation of financials including taking care of various cost allocations methodologies by Corporate, interdivisional transactions etc.).Communicate and explain accounting issues and evolving accounting guidance to the management.Oversee the execution of processes; confirming business rules and policies have been adequately followed, and that any exceptions are well-documented and appropriate for the event.Ensure timely filings of direct and indirect taxes in coordination with PWC and the stat/tax teams for US & CA.Drive compliance within accounting processes and ensure process controls are in place as appropriate.Provide technical application expertise in the execution of daily deliverables.Perform continuous assessment of the closing process to reduce timing to close financial periods.Build and maintain good working relationships with internal and external key resources.Drive strong performance management in the team through clear expectations, performance appraisals, and feedback.Proactively develop technical expertise and soft skills in the team through strong development plans and coaching.Drive employee engagement.Qualifications/Requirements:Bachelor’s degree in Accounting or Finance.A minimum of 5 years in relevant accounting or audit experience, including supervisory or team lead positions.Written and verbal fluency in English.Excellent analytical, organizational, decision-making, and communication skills.Proven ability to drive team performance with a focus on quantitative and qualitative metrics.Ability to anticipate and resolve challenges.Ability to manage large sets of data with excellent analytical skills.Effective problem identification and solution skills.Effective interpersonal skills and highly professional style when dealing with business clients.Compliance & controllership mindset.Highly result oriented, ready to take challenges and able to work under pressure.General knowledge of accounting principles.Ability to work independently or with a team to drive initiatives.Excellent problem-solving skills.Experience with development and reporting of process metrics.SAP, Oracle, ARM, Excellent Excel, Word, PowerPoint and Access skills a plus.Project Management skills a plus.Flexibility to work overtime to meet deadlines.Desired Characteristics:Strong oral and written communication skills. Strong interpersonal and leadership skills. Ability to influence others and lead small teams. Lead initiatives of moderate scope and impact. Ability to coordinate several projects simultaneously. Effective problem identification and solution skills. Proven analytical and organizational ability.About Us:GE (NYSE:GE) drives the world forward by tackling its biggest challenges. By combining world-class engineering with software and analytics, GE helps the world work more efficiently, reliably, and safely. GE people are global, diverse and dedicated, operating with the highest integrity and passion to fulfill GE’s mission and deliver for our customers. www.ge.comAdditional Locations:Mexico;Monterrey;
"
